country,countryname,party,year_min,year_max,abbrev,name,name_english,candidate_name,change_kind,change_rank,change_year_min,change_year_max,is_alliance,coalition_member_leading,coalition_member_1,coalition_member_2,coalition_member_3,coalition_member_4,coalition_member_5,coalition_member_6,coalition_member_7,coalition_member_8,coalition_member_9,coalition_member_10,coalition_member_11,coalition_member_12,coalition_member_13,coalition_member_14,coalition_member_15,coalition_member_16,coalition_member_17,coalition_member_18,coalition_member_19,successor,successor_2,predecessor,merger_of_1,merger_of_2,merger_of_3,merger_of_4,merger_of_5,merger_of_6,merger_of_7,split_from,joined_by_1,joined_by_2
52,Northern Ireland,52710,1921,1969,NP,Nationalist Party,Nationalist Party,NA,NA,0,1921,1969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53021,2011,2011,ULA,United Left Alliance,United Left Alliance,NA,NA,0,2011,2011,1,NA,Socialist Party,People Before Profit Alliance,Workers and Unemployed Action Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53110,1989,2016,Greens,Green Party/Comhaontas Glas,Green Party,NA,NA,0,1989,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53220,1981,1989,WP,Páirtí na nOibri,Workers’ Party,NA,NA,0,1981,1989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53221,1992,1997,DLP,Democratic Left Party,Democratic Left Party,NA,NA,0,1992,1997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53230,2011,2011,NA,Páirtí Sóisialach,Socialist Party,NA,NA,0,2011,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53231,2016,2016,PBP,People Before Profit,People Before Profit,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53240,2016,2016,AAA,Anti-Austerity Alliance,Anti-Austerity Alliance,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53250,2016,2016,WUA,Workers and Unemployment Action,Workers and Unemployment Action,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53320,1948,2016,Labour,Páirti Lucht Oibre,Labour Party,NA,NA,0,1948,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53321,2016,2016,NA,Social Democrats,Social Democrats,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53420,1987,2007,PD,Progressive Democrats,Progressive Democrats,NA,NA,0,1987,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53520,1948,2016,NA,Fine Gael,Family of the Irish,NA,NA,0,1948,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53620,1948,2016,NA,Fianna Fáil,Soldiers of Destiny,NA,NA,0,1948,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53714,1948,1965,CnP,Clann na Poblachta,Republican Party,NA,NA,0,1948,1965,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53810,1948,1961,CnT,Clann na Talmhan,Party of the Land,NA,NA,0,1948,1961,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53951,1997,2016,SF,Sinn Féin,We Ourselves,NA,NA,0,1997,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Ireland,53981,2016,2016,NA,Independent Alliance,Independent Alliance,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Malta,54320,1996,1998,PL,Partit Laburista,Labour Party,NA,NA,0,1996,1998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Malta,54620,1996,1998,PN,Partit Nazzjonalista,Nationalist Party,NA,NA,0,1996,1998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55110,2006,2016,NA,Kinima Ikologon Perivallontiston,Ecological and Environmental Movement,NA,NA,0,2006,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55110,2006,2016,NA,Kinima Ikologon - Sinergasia Politón,Movement of Ecologists - Citizens' Cooperation,NA,renamed and joined,1,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Citizens’ Cooperation Movement,NA
55,Cyprus,55321,1996,2016,AKEL,Anorthotikó Kómma Ergazómenou Laóu,Progressive Party of the Working People,NA,NA,0,1996,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55322,1996,2016,EDEK,Eniaia Demokratiki Enosi Kentrou,United Democratic Union of Center,NA,NA,0,1996,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55322,1996,2016,EDEK,Kinima Sosialdimokraton,Social Democrats' Movement,NA,renamed,1,2001,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55340,2016,2016,SYPOL,Simmachía Politón,Citizens' Alliance,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55321,NA,NA
55,Cyprus,55421,1996,1996,KF,Komma Fileleftheron,Liberal Party,NA,NA,0,1996,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55422,1996,2016,DiKo,Dimokratikó Kómma,Democratic Party,NA,NA,0,1996,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55423,1996,1996,KED,Kinima ton Eleftheron Dimokratikon,Free Democrats Movement,NA,NA,0,1996,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55430,2006,2011,EVROKO,Evropaikó Kómma,European Party,NA,NA,0,2006,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55610,2016,2016,KA,Kinima Allileggiis,Solidarity Movement,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55430,NA,NA,NA,NA,NA,NA,NA,55711,NA,NA
55,Cyprus,55711,1996,2016,DISY,Dimokratikós Synagermós,Democratic Coalition,NA,NA,0,1996,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Cyprus,55720,2016,2016,ELAM,Ethniko Laiko Metopo,National Popular Front,NA,NA,0,2016,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,United States,61320,1920,2020,Democrats,Democratic Party,Democratic Party,NA,NA,0,1920,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,United States,61620,1920,2020,Republicans,Republican Party,Republican Party,NA,NA,0,1920,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,United States,61621,1924,1924,NA,La Follette Progressive Party,La Follette Progressive Party,NA,NA,0,1924,1924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,United States,61622,1948,1948,NA,Progressive Party (H. Wallace),Progressive Party H. Wallace,NA,NA,0,1948,1948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,United States,61911,1948,1948,NA,State’s Rights Party,State’s Rights Party,NA,NA,0,1948,1948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62110,2008,2015,NA,Green Party,Green Party,NA,NA,0,2008,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62320,1945,2015,CCF,Cooperative Commonwealth Federation,Cooperative Commonwealth Federation,NA,NA,0,1945,1960,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62320,1945,2015,NDP,New Democratic Party,New Democratic Party,NA,renamed,1,1961,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62420,1945,2015,LP,Liberal Party of Canada,Liberal Party of Canada,NA,NA,0,1945,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62620,1945,2000,PCP,Progressive Conservative Party,Progressive Conservative Party,NA,NA,0,1945,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62621,1993,1997,RPC,Reform Party of Canada,Reform Party of Canada,NA,NA,0,1993,1997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62622,2000,2000,CA,Canadian Reform Conservative Alliance,Canadian Reform Conservative Alliance,NA,NA,0,2000,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62623,2004,2015,CP,Conservative Party of Canada,Conservative Party of Canada,NA,NA,0,2004,2015,0,NA,62622,62620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62622,62620,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62901,1993,2015,BQ,Bloc Québécois,Quebec Bloc,NA,NA,0,1993,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Canada,62951,1945,1974,Socred,Social Credit,Social Credit,NA,NA,0,1945,1974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63110,2004,2019,NA,Australian Greens,Australian Greens,NA,NA,0,2004,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63320,1946,2019,ALP,Australian Labor Party,Australian Labor Party,NA,NA,0,1946,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63321,1990,2001,AD,Australian Democrats,Australian Democrats,NA,NA,0,1990,2001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63330,1955,1977,ALP-AC,Australian Labor Party (Anti-Communist),Australian Labor Party Anti-Communist,NA,NA,0,1955,1956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63330,1955,1977,DLP,Democratic Labor Party,Democratic Labor Party,NA,renamed,1,1957,1977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63410,2013,2013,PUP,Palmer United Party,Palmer United Party,NA,NA,0,2013,2013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63620,1946,2019,LPA,Liberal Party of Australia,Liberal Party of Australia,NA,NA,0,1946,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63621,2010,2019,LNP,Liberal National Party of Queensland,Liberal National Party of Queensland,NA,NA,0,2010,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63622,2013,2013,CLP,Country Liberal Party,Country Liberal Party,NA,NA,0,2013,2013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63710,2013,2019,KAT,Katter's Australian Party,Katter's Australian Party,NA,NA,0,2013,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63810,1946,2019,CP,Country Party,Country Party,NA,NA,0,1946,1974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63810,1946,2019,NCP,National Country Party,National Country Party,NA,renamed,1,1975,1981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63810,1946,2019,NPA,National Party of Australia,National Party of Australia,NA,renamed,2,1982,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63901,2016,2019,NXT,Nick Xenophon Team,Nick Xenophon Team,NA,NA,0,2016,2018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Australia,63901,2016,2019,NA,Centre Alliance,Centre Alliance,NA,renamed,1,2019,2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64110,1999,2020,Greens,Green Party of Aotearoa New Zealand,Green Party of Aotearoa New Zealand,NA,NA,0,1999,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64320,1946,2020,Labour,New Zealand Labour Party,New Zealand Labour Party,NA,NA,0,1946,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64321,1993,1999,Alliance,The Alliance,The Alliance,NA,NA,0,1993,1999,1,NA,New Labour Party,64110,64621,Liberal Party,Mana Motuhake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64420,1996,2020,ACT,ACT New Zealand,ACT New Zealand,NA,NA,0,1996,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64421,2002,2014,NA,United Future New Zealand,United Future New Zealand,NA,NA,0,2002,2014,0,NA,United New Zealand,Future New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United New Zealand,Future New Zealand,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64422,2002,2008,Progressive,Jim Anderton’s Progressive Coalition,Jim Anderton’s Progressive Coalition,NA,NA,0,2002,2004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64422,2002,2008,Progressive,Jim Anderton’s Progressive,Jim Anderton’s Progressive,NA,renamed,1,2005,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64422,2002,2008,Progressive,Progressive Party,Progressive Party,NA,renamed,2,2008,2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64620,1946,2020,National,New Zealand National Party,New Zealand National Party,NA,NA,0,1946,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64621,1993,2020,NZF,New Zealand First Party,New Zealand First Party,NA,NA,0,1993,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64901,2005,2020,NA,Māori Party,Māori Party,NA,NA,0,2005,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64902,2011,2011,Mana,Mana Party,Mana Party,NA,NA,0,2011,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64951,1954,1990,NA,Social Credit Political League,Social Credit Political League,NA,NA,0,1954,1984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,New Zealand,64951,1954,1990,NZDP,New Zealand Democratic Party,New Zealand Democratic Party,NA,renamed,1,1985,1990,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71110,2012,2012,NA,Nippon Mirai no Tō,Tomorrow Party of Japan,NA,NA,0,2012,2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71111,2014,2014,PLP,Seikatsu no Tō,People's Life Party,NA,NA,0,2014,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71110,NA,NA
71,Japan,71220,1960,2017,JCP,Nihon Kyōsan-tō,Japanese Communist Party,NA,NA,0,1960,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71320,1960,2017,JSP,Nihon Shakai-tō,Japan Socialist Party,NA,NA,0,1960,1990,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71320,1960,2017,SDPJ,Nihon Shakai-tō,Social Democratic Party of Japan,NA,renamed,1,1991,1995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71320,1960,2017,SDP,Shakai Minshu-tō,Social Democratic Party,NA,renamed,2,1996,2017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71321,1960,1993,DSP,Minshu-Shakai-tō,Democratic Socialist Party,NA,NA,0,1960,1993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71322,1979,1990,SDF,Shaminren,Social Democratic Federation,NA,NA,0,1979,1990,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71410,2009,2012,NA,Minna no Tō,Your Party,NA,NA,0,2009,2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Japan,71420,2003,2003,LL,Jiyū Rengō,Liberal League,NA,NA,0,2003,2003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
